MI15F	MILCH 'BRIMI' UHT 3,5% 1l	BRI	12
MZ63F	MOZZARELLA BÜFFEL DOP BOCCONCINI 25g 250g	NR.	6
FPF10	FRUCHTPÜREE PASSIONSFRUCHT FRISCH 1kg FRUITIERE	SAC	1
BU60F	BUTTER 1kg 'STERZINGER'	NR.	5
BU25F	BUTTERSTANGE DEUTSCHE MARKENBUTTER 2,5kg	KG.	2,5
EI21F	EIER 180er - BOX (L) 63-73g	KRT	1
MZ65F	MOZZARELLINE KIRSCHEN 1kg 'BAYERNLAND'	BEC	1
