MI15F	MILCH 'BRIMI' UHT 3,5% 1l	BRI	24
SH40F	SCHLAGSAHNE UHT 35% 1l 'ALMLIESL'	BRI	12
KA19F	GORGONZOLA GIM DOP 1/8 'GALBANI'	KG.	1,4
MZ65F	MOZZARELLINE KIRSCHEN 1kg 'BAYERNLAND'	BEC	1
SH50F	SAUERRAHM CREME FRAICHE 200ml BAYERNLAND	BEC	3
GBN41	GRISSINI NATUR 12x400g NÄCKLER	KRT	1
